acs_id,tract_name,tract_code,acs_tract,boro_code,boro,acs_county,boro_tract_code,CDEligibil,NTACode,PUMA,Shape_Leng,Shape_Area,acs_tract_code,acs_total_pop_est,acs_pct_poc,acs_pct_one_race_est,acs_pct_white_est,acs_pct_black_est,acs_pct_native&alaskan_est,acs_pct_asain_est,acs_pct_hawaiian&pi_est,acs_pct_others_est,acs_pct_two_or_more_races_est,acs_pct_hisp_lat_est,acs_pct_non-hisp_lat_white_est,acs_pct_below_100_pct_below_poverty_level_est,acs_pct_100-149_pct_above_poverty_level_est,acs_pct_150+_pct_above_poverty_level_est,acs_pct_native_born_est,acs_pct_foreign_born_est,tract_arrest_counts
1400000US36085000900,West New Brighton-New Brighton-St. George,000900,9,5,Staten Island,Richmond County,5000900,E,SI22,3903,7729.016794,2497009.698,900,1510,75.9,90.1,43.4,35.2,0,8.7,0,2.7,9.9,35.7,24.1,27.4,18.1,54.5,74.83,3.84,0
1400000US36081009800,Turtle Bay-East Midtown,009800,98,1,Manhattan,Queens County,1009800,I,MN19,3808,5534.200058,1906016.371,9800,2705,99.1,96.7,6.7,14,0,36.6,0,39.4,3.3,16.1,0.9,15.9,4.2,79.9,25.8,2,4
1400000US36081010200,Midtown-Midtown South,010200,102,1,Manhattan,Queens County,1010200,I,MN17,3807,5687.802439,1860992.705,10200,2817,92.7,90.5,13.1,13.7,0.2,44.7,0,18.7,9.5,21.8,7.3,15.8,7.5,76.7,38.87,1.06,0
1400000US36081010400,Midtown-Midtown South,010400,104,1,Manhattan,Queens County,1010400,I,MN17,3807,5693.036367,1864600.375,10400,3014,93.7,89.2,9.9,24.6,0,24.8,0,29.9,10.8,12.5,6.3,7.4,5.8,86.9,36.1,0.7,0
1400000US36081011300,Midtown-Midtown South,011300,113,1,Manhattan,Queens County,1011300,I,MN17,3807,5699.860712,1890907.312,11300,4463,47.5,97.7,74.8,2,0,12.7,0,8.2,2.3,30.1,52.5,7.1,8.8,84,51.6,2.29,2
1400000US36085011402,Upper East Side-Carnegie Hill,011402,114.02,1,Manhattan,Richmond County,1011402,I,MN40,3805,4125.256029,1063547.414,11402,3398,27.1,99.5,89,1.7,0,8.8,0,0,0.5,16.6,72.9,8.4,2.9,88.8,73.57,1.35,1
1400000US36081013000,Upper East Side-Carnegie Hill,013000,130,1,Manhattan,Queens County,1013000,I,MN40,3805,5807.972956,1918144.54,13000,1688,62.1,98.3,51.5,9.8,0,26.8,0,10.2,1.7,19.2,37.9,13.7,8,78.4,57.41,1.36,0
1400000US36081014000,Upper East Side-Carnegie Hill,014000,140,1,Manhattan,Queens County,1014000,I,MN40,3805,5820.81564,1925984.223,14000,3766,51.8,96.8,57.3,5.5,0,16.1,0,17.9,3.2,25.5,48.2,7.7,6.7,85.5,60.91,4.22,0
1400000US36061014801,Upper East Side-Carnegie Hill,014801,148.01,1,Manhattan,New York County,1014801,I,MN40,3805,3135.951423,559216.1578,14801,2810,20.2,93,85.5,0.4,0,7.1,0,0,7,6.8,79.8,2.9,1.9,95.3,78.54,0.32,0
1400000US36061018400,East Harlem North,018400,184,1,Manhattan,New York County,1018400,E,MN34,3804,5771.874098,1903568.428,18400,7116,88.4,97.4,26.8,37.5,0.9,6.7,0,25.4,2.6,47.2,11.6,37.8,14.2,48,69.03,10.95,0
1400000US36081019000,Central Harlem South,019000,190,1,Manhattan,Queens County,1019000,I,MN11,3803,4231.827087,1117371.679,19000,2455,97.6,96.9,5.1,56.3,1.1,5.7,0,28.6,3.1,18.6,2.4,8.5,3.7,87.7,52.55,1.51,1
1400000US36081020600,Central Harlem North-Polo Grounds,020600,206,1,Manhattan,Queens County,1020600,E,MN03,3803,5176.87315,1602693.822,20600,1855,90.9,99.2,11.4,21.7,0,21.6,0,44.6,0.8,39.8,9.1,9.6,16,74.3,40.16,0,2
1400000US36081024900,Washington Heights South,024900,249,1,Manhattan,Queens County,1024900,I,MN36,3801,3927.821459,652856.3608,24900,4838,81.5,99.1,36.5,2.4,1.7,53.9,0,4.6,0.9,26.6,18.5,14.6,15.4,69.9,35.43,0.64,1
1400000US36081026300,Washington Heights South,026300,263,1,Manhattan,Queens County,1026300,E,MN36,3801,5730.541914,1691892.004,26300,5857,86.9,94.5,35.5,0,0,56,0,3,5.5,28.1,13.1,13.3,7.8,78.9,40.94,1.55,7
1400000US36061026900,Washington Heights North,026900,269,1,Manhattan,New York County,1026900,E,MN35,3801,6017.036706,1889655.526,26900,8986,92.1,87.5,25,12.2,2.6,3,0,44.7,12.5,83.3,7.9,22.9,18,59.2,35.07,5.55,0
1400000US36081027700,Washington Heights North,027700,277,1,Manhattan,Queens County,1027700,E,MN35,3801,5903.152514,1760155.999,27700,7747,92.4,97.3,53.9,1.9,0.6,16.4,0,24.5,2.7,72.1,7.6,13.7,13.9,72.4,33.03,3.05,0
1400000US36047000501,Brooklyn Heights-Cobble Hill,000501,5.01,3,Brooklyn,Kings County,3000501,I,BK09,4004,4828.170043,901507.0178,501,4308,31.1,95.1,76.9,5.2,0.2,10.9,0.2,1.6,4.9,11.3,68.9,6.9,3.6,89.4,75.63,2.44,0
1400000US36081005800,Bay Ridge,005800,58,3,Brooklyn,Queens County,3005800,E,BK31,4013,6098.1678,2080303.311,5800,6355,74.8,96.7,50.1,9.5,0,13.8,0,23.2,3.3,48.4,25.2,10.5,5,84.5,56.65,6.47,2
1400000US36061006000,Bay Ridge,006000,60,3,Brooklyn,New York County,3006000,I,BK31,4013,5498.334387,1639074.042,6000,5741,29.8,97.3,79.9,4.4,0,11.2,0,1.8,2.7,10.2,70.2,4.5,3.2,92.3,77.97,2.09,3
1400000US36081006900,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,006900,69,3,Brooklyn,Queens County,3006900,I,BK38,4004,5563.971218,1927677.543,6900,3699,52,95.1,60.9,5.4,0,20.3,0,8.6,4.9,26.2,48,15.7,12,72.3,61.18,2.32,0
1400000US36085007400,Sunset Park West,007400,74,3,Brooklyn,Richmond County,3007400,E,BK32,4012,4994.563857,1516612.999,7400,4902,41,98,68.2,5,0,19.4,0,5.4,2,13.5,59,13,6.1,81,49.1,4.88,4
1400000US36061007800,Sunset Park West,007800,78,3,Brooklyn,New York County,3007800,E,BK32,4012,4986.671595,1509791.99,7800,9422,40.9,94.3,67.2,3.8,0,23.3,0,0,5.7,10.7,59.1,5.2,3.1,91.7,66.76,1.86,3
1400000US36081009800,Sunset Park East,009800,98,3,Brooklyn,Queens County,3009800,E,BK34,4012,5203.979585,1625498.652,9800,2705,99.1,96.7,6.7,14,0,36.6,0,39.4,3.3,16.1,0.9,15.9,4.2,79.9,25.8,2,0
1400000US36081010100,Sunset Park West,010100,101,3,Brooklyn,Queens County,3010100,I,BK32,4012,7585.52914,3393635.747,10100,2382,25.1,97.7,77.7,4.3,0,9.2,0,6.5,2.3,9.3,74.9,8.2,7.8,84,65.41,3.74,0
1400000US36081010200,Sunset Park East,010200,102,3,Brooklyn,Queens County,3010200,E,BK34,4012,5223.378481,1640687.839,10200,2817,92.7,90.5,13.1,13.7,0.2,44.7,0,18.7,9.5,21.8,7.3,15.8,7.5,76.7,38.87,1.06,1
1400000US36081010400,Sunset Park East,010400,104,3,Brooklyn,Queens County,3010400,E,BK34,4012,5221.791692,1639390.921,10400,3014,93.7,89.2,9.9,24.6,0,24.8,0,29.9,10.8,12.5,6.3,7.4,5.8,86.9,36.1,0.7,0
1400000US36081010800,Sunset Park East,010800,108,3,Brooklyn,Queens County,3010800,E,BK34,4012,5203.5166,1624849.988,10800,3364,96,95.1,5.3,7.4,0,44.9,0,37.6,4.9,19,4,19,9.4,71.5,32.05,1.9,0
1400000US36081011000,Sunset Park East,011000,110,3,Brooklyn,Queens County,3011000,E,BK34,4012,5365.03648,1699091.864,11000,3234,88.1,95.2,20.6,8.3,2.2,28.7,0,35.4,4.8,33.3,11.9,10.2,9.8,79.9,31.79,0.77,0
1400000US36081011400,Borough Park,011400,114,3,Brooklyn,Queens County,3011400,I,BK88,4014,5462.281937,1806159.314,11400,1303,79.9,96.8,46.8,6.6,0,28.4,0,15,3.2,39.3,20.1,3.5,30.3,66.2,49.65,0.84,2
1400000US36047012801,Dyker Heights,012801,128.01,3,Brooklyn,Kings County,3012801,E,BK30,4013,4828.983718,1238338.702,12801,2293,70.2,99.7,31.6,1.8,0,64.6,0,1.7,0.3,4.1,29.8,41.7,16.4,41.9,33.1,1.79,0
1400000US36081013700,Park Slope-Gowanus,013700,137,3,Brooklyn,Queens County,3013700,I,BK37,4005,5226.631566,1638366.058,13700,1773,24.6,95.9,84.9,0.8,0,6.4,0,3.8,4.1,14.6,75.4,2.9,3,94.1,62.89,2.14,1
1400000US36061013900,Park Slope-Gowanus,013900,139,3,Brooklyn,New York County,3013900,I,BK37,4005,5219.68018,1631336.466,13900,10524,39.6,95.8,66.6,6.1,3,17.7,0,2.5,4.2,10.5,60.4,10.2,3.3,86.5,68.86,1.96,0
1400000US36081015100,Park Slope-Gowanus,015100,151,3,Brooklyn,Queens County,3015100,I,BK37,4005,5175.221646,1607114.126,15100,2613,35.3,98.9,78.6,2.1,0,10,0,8.2,1.1,21.7,64.7,11.2,4.8,84,56.45,3.33,0
1400000US36081015300,Park Slope-Gowanus,015300,153,3,Brooklyn,Queens County,3015300,I,BK37,4005,5188.381441,1619490.318,15300,1933,54.3,93.8,57.4,4.8,0,22,2.1,7.6,6.2,21.3,45.7,8.8,6.5,84.8,53.03,1.35,0
1400000US36081015500,Park Slope-Gowanus,015500,155,3,Brooklyn,Queens County,3015500,I,BK37,4005,5181.351516,1610814.53,15500,2358,41.6,93.7,65.1,3.3,0,18.1,0,7.2,6.3,19.5,58.4,8.9,5.9,85.2,61.7,1.15,0
1400000US36081017000,Bath Beach,017000,170,3,Brooklyn,Queens County,3017000,I,BK27,4017,7327.427132,2249706.471,17000,2622,98.6,94.8,5.6,24.4,3.1,44,0,17.7,5.2,8.2,1.4,12.5,6.3,81.3,30.09,2.75,0
1400000US36081017800,Bath Beach,017800,178,3,Brooklyn,Queens County,3017800,E,BK27,4017,6092.042442,1765217.127,17800,2257,98.1,91,16,37.7,0.8,15.1,5.2,16.2,9,28.9,1.9,6.5,7.5,86,56.05,3.77,0
1400000US36081018800,Bensonhurst West,018800,188,3,Brooklyn,Queens County,3018800,I,BK28,4017,5864.289898,1885932.66,18800,1449,98.8,97.9,9.4,66.7,0.6,10.8,0,10.4,2.1,17,1.2,14.5,21.3,64.3,58.32,1.86,0
1400000US36081019000,Bensonhurst West,019000,190,3,Brooklyn,Queens County,3019000,E,BK28,4017,6614.319098,2291793.677,19000,2455,97.6,96.9,5.1,56.3,1.1,5.7,0,28.6,3.1,18.6,2.4,8.5,3.7,87.7,52.55,1.51,0
1400000US36081019200,Borough Park,019200,192,3,Brooklyn,Queens County,3019200,E,BK88,4014,5880.317176,2042946.495,19200,1969,98.7,97.6,8.5,70.4,0,7.8,0,10.8,2.4,17.2,1.3,4.6,8.4,86.9,57.34,2.18,1
1400000US36081019400,Dyker Heights,019400,194,3,Brooklyn,Queens County,3019400,E,BK30,4013,6220.292663,1920211.755,19400,2892,98.7,90.3,4.1,48.2,0,17.6,0,20.4,9.7,11.2,1.3,10.5,3.9,85.5,58.26,3.53,4
1400000US36061019500,Clinton Hill,019500,195,3,Brooklyn,New York County,3019500,I,BK69,4004,4887.717107,1475082.708,19500,7167,43.8,95.3,66.6,6.3,0.3,14.2,0,7.9,4.7,24.5,56.2,14.6,3.4,82,66.28,3.26,0
1400000US36081019600,Dyker Heights,019600,196,3,Brooklyn,Queens County,3019600,E,BK30,4013,5718.167634,2027285.847,19600,3050,99,91.9,2.3,55.6,1.8,8.2,0,24,8.1,12.1,1,9,9.3,81.7,42.95,2.49,2
1400000US36085019700,Clinton Hill,019700,197,3,Brooklyn,Richmond County,3019700,I,BK69,4004,6148.341529,1828072.206,19700,1755,14.7,97.3,90,0.3,0,6.4,0,0.5,2.7,4.7,85.3,9.1,3.6,87.3,87.46,0.23,0
1400000US36081019800,Dyker Heights,019800,198,3,Brooklyn,Queens County,3019800,E,BK30,4013,5279.397046,1450201.497,19800,2917,98.8,96.1,2.5,52.2,0,20.5,0,20.8,3.9,18.7,1.2,16.3,9.5,74.2,48.51,0.41,1
1400000US36081020400,Dyker Heights,020400,204,3,Brooklyn,Queens County,3020400,I,BK30,4013,5280.338609,1450945.878,20400,2350,95.8,99.4,6.2,39.6,0,19.6,0,34.1,0.6,29.3,4.2,18.2,12,69.8,43.28,1.96,0
1400000US36081021200,Dyker Heights,021200,212,3,Brooklyn,Queens County,3021200,E,BK30,4013,5986.105228,2054324.378,21200,2434,92,98.7,19.4,12,0.8,4.2,0,62.4,1.3,67.8,8,35.5,11,53.5,41.87,4.4,5
1400000US36081021400,Borough Park,021400,214,3,Brooklyn,Queens County,3021400,E,BK88,4014,5551.994241,1808036.312,21400,6984,92.4,96.8,9.8,11.6,0.2,46.1,0,29.1,3.2,27.8,7.6,19.2,13.7,67.1,36.43,4.2,0
1400000US36061022000,Borough Park,022000,220,3,Brooklyn,New York County,3022000,E,BK88,4014,6117.0823,2091173.161,22000,6078,77.8,94.3,26.5,53.9,0,7.7,0,6.2,5.7,18.8,22.2,17.2,5.2,77.6,69.74,3.16,0
1400000US36061022200,Borough Park,022200,222,3,Brooklyn,New York County,3022200,E,BK88,4014,5742.179476,1896474.08,22200,3369,67.8,95.5,35.9,48.8,0.2,6.8,0,3.8,4.5,10.7,32.2,27.6,5.1,67.3,71.83,5.14,0
1400000US36061022700,Clinton Hill,022700,227,3,Brooklyn,New York County,3022700,E,BK69,4004,6861.71971,2588318.059,22700,5218,79.1,90.6,34.7,40.3,0,5.3,0,10.3,9.4,36.3,20.9,27.1,9.1,63.8,70.18,2.78,1
1400000US36081023500,Clinton Hill,023500,235,3,Brooklyn,Queens County,3023500,E,BK69,4004,4958.034954,1523725.767,23500,7766,88,97.5,51.1,1.2,0,28.4,0,16.7,2.5,56.4,12,10.9,11,78.1,29.87,3.08,0
1400000US36081023600,Borough Park,023600,236,3,Brooklyn,Queens County,3023600,E,BK88,4014,6242.981077,1828207.777,23600,3143,90.1,96.9,20.3,9.2,0.5,41.8,0,25.1,3.1,35.3,9.9,15.1,10.9,74.1,32.04,2.23,0
1400000US36081023800,Borough Park,023800,238,3,Brooklyn,Queens County,3023800,E,BK88,4014,6244.556731,1828765.822,23800,4516,98,98.7,5.1,14.2,0,28.2,0,51.3,1.3,47.5,2,19.3,11,69.7,30.2,1.93,0
1400000US36081024000,Borough Park,024000,240,3,Brooklyn,Queens County,3024000,E,BK88,4014,6240.45935,1827206.393,24000,6826,97.8,97.3,7.2,17.1,0.7,30.8,0,41.6,2.7,47.3,2.2,16.7,26.2,57,38.46,1.41,0
1400000US36061024200,Borough Park,024200,242,3,Brooklyn,New York County,3024200,E,BK88,4014,6964.549426,2061124.922,24200,5003,95.4,98.3,12,58.9,1.4,2.7,0,23.3,1.7,38,4.6,33.5,17.5,49,73.68,4.2,0
1400000US36081024500,Bedford,024500,245,3,Brooklyn,Queens County,3024500,E,BK75,4003,5582.222563,1795931.618,24500,4422,53,94.7,62.2,0.8,0.6,22.1,0,9,5.3,26,47,8.3,6.5,85.2,52.37,3.48,3
1400000US36081024600,Borough Park,024600,246,3,Brooklyn,Queens County,3024600,E,BK88,4014,6796.313336,1845582.935,24600,0,,,,,,,,,,,,,,,,,0
1400000US36085024800,Bensonhurst West,024800,248,3,Brooklyn,Richmond County,3024800,E,BK28,4017,6417.483021,1895137.463,24800,5039,18.6,100,91,0.4,0.4,5.4,0,2.8,0,12.5,81.4,4.5,6.8,88.7,90.12,1.41,0
1400000US36081024900,Bedford,024900,249,3,Brooklyn,Queens County,3024900,E,BK75,4003,5777.655193,1813352.673,24900,4838,81.5,99.1,36.5,2.4,1.7,53.9,0,4.6,0.9,26.6,18.5,14.6,15.4,69.9,35.43,0.64,2
1400000US36047025200,Bensonhurst West,025200,252,3,Brooklyn,Kings County,3025200,E,BK28,4017,6686.606696,1950979.085,25200,5299,64.8,97.7,38.4,3.7,1,39.7,0,14.9,2.3,20.4,35.2,15.2,12.1,72.6,40.55,2.7,1
1400000US36081025400,Bensonhurst West,025400,254,3,Brooklyn,Queens County,3025400,E,BK28,4017,6302.394681,1888611.582,25400,10118,97.4,96.9,4.7,57.1,0,11.2,0,24,3.1,19.5,2.6,17.5,22.7,59.8,57.73,3.52,1
1400000US36047025600,Bensonhurst West,025600,256,3,Brooklyn,Kings County,3025600,E,BK28,4017,6298.065461,1869263.07,25600,3199,76.9,95.7,24.1,1.7,0,65.2,0,4.7,4.3,5.8,23.1,26.6,18,55.5,40.33,1.13,1
1400000US36081025800,Bensonhurst West,025800,258,3,Brooklyn,Queens County,3025800,E,BK28,4017,6257.55432,1832115.625,25800,2261,99.6,100,3.1,75.7,0.4,2.4,0,18.4,0,7.8,0.4,19.2,7.6,73.2,56.74,1.9,0
1400000US36081026000,Bensonhurst West,026000,260,3,Brooklyn,Queens County,3026000,E,BK28,4017,5699.189185,1753286.172,26000,2757,98.6,99.3,2.3,65.9,0.3,11,0,19.8,0.7,17.7,1.4,15.3,10.7,74.1,62.5,2.18,0
1400000US36081026300,Bedford,026300,263,3,Brooklyn,Queens County,3026300,E,BK75,4003,4799.557003,1287405.985,26300,5857,86.9,94.5,35.5,0,0,56,0,3,5.5,28.1,13.1,13.3,7.8,78.9,40.94,1.55,1
1400000US36081026600,Bensonhurst West,026600,266,3,Brooklyn,Queens County,3026600,E,BK28,4017,7706.999647,1785503.086,26600,1745,98.6,100,2.4,83.2,0,6,0,8.4,0,10.1,1.4,23.2,10.3,66.6,61.72,1.89,0
1400000US36081026700,Bedford,026700,267,3,Brooklyn,Queens County,3026700,E,BK75,4003,5340.244066,1717367.877,26700,5353,92.6,95.6,17.4,2.1,0.5,46.3,0,29.3,4.4,42.9,7.4,17.3,8.1,74.6,27.91,3.12,0
1400000US36061026900,Bedford,026900,269,3,Brooklyn,New York County,3026900,E,BK75,4003,5051.018738,1441848.753,26900,8986,92.1,87.5,25,12.2,2.6,3,0,44.7,12.5,83.3,7.9,22.9,18,59.2,35.07,5.55,1
1400000US36081027000,Bensonhurst West,027000,270,3,Brooklyn,Queens County,3027000,E,BK28,4017,5255.800772,1444005.58,27000,2190,96.1,97.3,4.4,76.4,0,3.8,0,12.6,2.7,15.6,3.9,15.1,4.9,80,63.11,3.29,0
1400000US36081027200,Bensonhurst West,027200,272,3,Brooklyn,Queens County,3027200,E,BK28,4017,7299.797655,1422363.429,27200,1970,99.1,95.1,0.9,72.6,0,8.2,0,13.4,4.9,16.7,0.9,7.2,8.8,84.1,56.5,1.17,0
1400000US36081027300,Stuyvesant Heights,027300,273,3,Brooklyn,Queens County,3027300,E,BK35,4003,5273.313533,1611450.953,27300,7116,97.9,99,46.1,7.6,0,15.8,0,29.4,1,75.8,2.1,9.1,21.6,69.3,36.37,2.78,1
1400000US36081027600,Bensonhurst West,027600,276,3,Brooklyn,Queens County,3027600,E,BK28,4017,6258.678984,1607862.618,27600,1342,96.6,98.9,3.9,86.5,0,4.4,0,4,1.1,6.1,3.4,2.6,20.4,77,61.55,0,0
1400000US36081027800,Bensonhurst West,027800,278,3,Brooklyn,Queens County,3027800,E,BK28,4017,6104.407843,1727742.077,27800,2339,99.5,90,4.9,77.9,0,0.7,0,6.5,10,17.9,0.5,28.6,10.9,60.6,79.82,1.2,0
1400000US36081027900,Stuyvesant Heights,027900,279,3,Brooklyn,Queens County,3027900,E,BK35,4003,5389.745766,1743087.933,27900,6220,82.5,96.8,60.5,3.9,0,11.9,0,20.4,3.2,67.8,17.5,13.8,13,73.2,33.83,3.36,1
1400000US36081028400,Bensonhurst West,028400,284,3,Brooklyn,Queens County,3028400,E,BK28,4017,6096.044707,1768012.327,28400,4166,99.6,96.4,2.8,84.4,0,2.3,0,6.9,3.6,4.3,0.4,7.2,8.8,84,60.49,2.71,1
1400000US36047028501,Bushwick South,028501,285.01,3,Brooklyn,Kings County,3028501,I,BK78,4002,4167.689738,895739.6968,28501,454,77.5,100,39.9,5.1,0,11.2,0,43.8,0,61.2,22.5,29.9,3.2,66.9,62.11,4.19,1
1400000US36081028800,Bensonhurst West,028800,288,3,Brooklyn,Queens County,3028800,E,BK28,4017,5777.688164,1644934.164,28800,4616,99.1,96.6,5.5,68.9,0,12.2,0,9.9,3.4,13.3,0.9,6.3,11.4,82.3,59.68,0.3,0
1400000US36081029100,Stuyvesant Heights,029100,291,3,Brooklyn,Queens County,3029100,E,BK35,4003,5439.938945,1772059.616,29100,6368,89.3,95.8,24.4,1.9,1.1,58.7,0.3,9.5,4.2,25,10.7,8.5,10.1,81.4,25.57,1.16,0
1400000US36081029300,Stuyvesant Heights,029300,293,3,Brooklyn,Queens County,3029300,E,BK35,4003,5437.785217,1770060.576,29300,1090,90.3,99.4,17,0,0,73.3,0,9.2,0.6,16.9,9.7,4.4,10.7,84.9,35.5,0.83,0
1400000US36047029800,Bensonhurst East,029800,298,3,Brooklyn,Kings County,3029800,E,BK29,4017,7431.077921,2379873.959,29800,3794,61.9,97.3,41.9,3.7,0,35.2,0,16.5,2.7,20,38.1,15.3,9.4,75.3,48.47,2.29,0
1400000US36047030000,Bensonhurst East,030000,300,3,Brooklyn,Kings County,3030000,I,BK29,4017,7243.131793,2099450.971,30000,4207,71.4,99.2,30.3,4.9,0.3,46.3,0,17.4,0.8,22.6,28.6,15.6,21.4,63,42.24,0.5,0
1400000US36061030900,Crown Heights North,030900,309,3,Brooklyn,New York County,3030900,E,BK61,4006,5470.581443,1587377.386,30900,10593,95.1,95.3,24,26.9,1.5,0.7,0,42.2,4.7,74.6,4.9,26.5,13.8,59.7,54.85,4.47,1
1400000US36047031701,Crown Heights North,031701,317.01,3,Brooklyn,Kings County,3031701,E,BK61,4006,5033.485982,1504294.008,31701,3805,68.4,96,33.9,54.5,0,4.5,0,3,4,7,31.6,9.6,4.5,85.9,73.14,1.84,0
1400000US36081032900,Prospect Lefferts Gardens-Wingate,032900,329,3,Brooklyn,Queens County,3032900,E,BK60,4011,7138.852593,1683542.67,32900,3244,87.2,98.2,33.1,7.2,0.8,28.1,0,29.2,1.8,51.6,12.8,12.4,9.4,78.1,38.93,1.79,1
1400000US36081033700,Crown Heights North,033700,337,3,Brooklyn,Queens County,3033700,E,BK61,4006,7545.478824,2126882.101,33700,2999,94.6,100,34.7,0,0,24,0,41.2,0,70.1,5.4,7.9,5.4,86.7,38.11,3.4,0
1400000US36081033900,Crown Heights North,033900,339,3,Brooklyn,Queens County,3033900,E,BK61,4006,7419.803528,1945657.673,33900,2677,80.2,96.5,42.2,3.6,0,24.5,0,26.2,3.5,54.4,19.8,25.1,13.1,61.8,43.56,0.41,0
1400000US36047034100,Crown Heights North,034100,341,3,Brooklyn,Kings County,3034100,E,BK61,4006,5030.776964,1504308.169,34100,3056,80.6,98.9,21.5,71.2,1.6,1.5,0,3.1,1.1,6.5,19.4,14.8,9.1,76.2,75.13,3.01,0
1400000US36047034200,Seagate-Coney Island,034200,342,3,Brooklyn,Kings County,3034200,E,BK21,4018,7381.417191,2475181.553,34200,6064,65.3,98.3,40.9,36.6,0,3.1,0,17.7,1.7,29,34.7,41.3,27.1,31.6,58.49,5.85,2
1400000US36047038800,Homecrest,038800,388,3,Brooklyn,Kings County,3038800,E,BK25,4016,5947.056737,2130565.925,38800,4094,32.7,99.1,71.4,11.9,0,13.1,0,2.7,0.9,6.8,67.3,15.6,11.8,72.5,56.74,0,0
1400000US36047039600,Homecrest,039600,396,3,Brooklyn,Kings County,3039600,E,BK25,4016,5569.960507,1757819.546,39600,2058,17.9,99.7,83.4,0,7,1.8,7.2,0.3,0.3,1.6,82.1,10.3,7,82.8,77.84,3.26,0
1400000US36081039900,Bushwick South,039900,399,3,Brooklyn,Queens County,3039900,E,BK78,4002,6391.348731,1627809.237,39900,3862,98.8,97.6,48.2,10.3,1.2,3.3,0,34.7,2.4,83.5,1.2,6,18.5,75.5,40.78,2.23,0
1400000US36081040400,Bensonhurst East,040400,404,3,Brooklyn,Queens County,3040400,E,BK29,4017,7953.541649,1653839.791,40400,4138,99.1,97.8,1.8,82.4,0.1,6.7,0,6.8,2.2,8.7,0.9,8.7,8.8,82.5,62.11,3.07,0
1400000US36047040600,Bensonhurst East,040600,406,3,Brooklyn,Kings County,3040600,E,BK29,4017,5548.54636,1582378.666,40600,3692,70.7,97.7,30.3,1.1,0,51,0,15.3,2.3,16,29.3,21.7,12.4,65.9,47.13,0.62,0
1400000US36047040800,Bensonhurst East,040800,408,3,Brooklyn,Kings County,3040800,E,BK29,4017,5629.302552,1654268.744,40800,3646,70.9,98.2,31.7,0.4,0,50.1,0,15.9,1.8,18.6,29.1,9.8,4.5,85.7,47.37,2.19,0
1400000US36081041300,Bushwick South,041300,413,3,Brooklyn,Queens County,3041300,E,BK78,4002,5284.902625,1745182.944,41300,4696,98.5,97.4,34.3,1.3,1.9,20.4,0,39.6,2.6,77.7,1.5,27.1,16.4,56.5,36.46,1.13,0
1400000US36047041401,Homecrest,041401,414.01,3,Brooklyn,Kings County,3041401,E,BK25,4016,5189.96885,1454192.396,41401,1541,20.9,100,79.1,0.5,0,7.5,0,12.9,0,12.9,79.1,31.2,11.3,57.4,59.64,0.26,0
1400000US36081041500,Bushwick South,041500,415,3,Brooklyn,Queens County,3041500,E,BK78,4002,5326.724602,1750287.791,41500,4358,93.2,100,50.6,1.9,0,10.6,0,36.9,0,82.5,6.8,19.3,23.5,57.2,34.49,3.21,1
1400000US36047041700,Bushwick South,041700,417,3,Brooklyn,Kings County,3041700,E,BK78,4002,5025.01525,1519400.535,41700,3132,88.6,96.9,26.6,37.2,0,5.7,0,27.4,3.1,60.9,11.4,24.4,21.7,53.9,56.58,14.5,1
1400000US36047041800,Homecrest,041800,418,3,Brooklyn,Kings County,3041800,E,BK25,4016,6582.866333,1773170.347,41800,2960,20.5,97.7,85.1,0.3,0,4.2,0,8.1,2.3,14.5,79.5,21.7,16.8,61.5,59.8,3.72,0
1400000US36047041900,Bushwick South,041900,419,3,Brooklyn,Kings County,3041900,E,BK78,4002,5222.700541,1646861.666,41900,3623,87.4,95.4,29.6,27,2.5,6,0,30.3,4.6,62.9,12.6,21.8,10.7,67.4,65.94,7.26,0
1400000US36081042600,Bensonhurst East,042600,426,3,Brooklyn,Queens County,3042600,E,BK29,4017,5548.580549,1829969.144,42600,477,64.4,100,42.1,51.8,0,6.1,0,0,0,6.5,35.6,100,0,0,81.76,2.94,0
1400000US36047042800,Bensonhurst East,042800,428,3,Brooklyn,Kings County,3042800,E,BK29,4017,6669.645883,1773181.658,42800,3785,44.4,93.7,56.7,1.5,0,33.4,0,2.1,6.3,3.2,55.6,10.7,10.6,78.7,36.75,1.56,1
1400000US36047042900,Bushwick North,042900,429,3,Brooklyn,Kings County,3042900,E,BK77,4002,5385.17065,1809836.571,42900,5441,77,93.8,40.1,9,0,5.2,0,39.5,6.2,66.9,23,31,12.8,56.2,55.82,6.97,1
1400000US36047043000,Bensonhurst East,043000,430,3,Brooklyn,Kings County,3043000,E,BK29,4017,6283.851112,1721309.636,43000,3283,55.9,98.2,50,0,0,42.9,0,5.2,1.8,11.1,44.1,27.2,16.5,56.3,25.25,1.95,0
1400000US36081043200,Bensonhurst East,043200,432,3,Brooklyn,Queens County,3043200,E,BK29,4017,5480.481648,1593340.969,43200,1244,100,99.7,1,91.5,0,6.3,0,1,0.3,2.7,0,5.6,4.1,90.3,76.69,1.05,0
1400000US36047043300,Bushwick North,043300,433,3,Brooklyn,Kings County,3043300,E,BK77,4002,5387.201248,1810979.341,43300,3628,92.6,92.7,25.2,19.1,0.4,3.9,1,43.1,7.3,76,7.4,33.5,11.5,55,58.35,13.62,4
